*HASH_VALUE	skill ID	name	ia	da	p	pia	pda	description
_ECC9D489AE5810A4	Tryker	Tryker	un	el	Trykers		los	
_402F501624D55420	TrykerGoods	Mercancías Tryker			Mercancías Trykers		las	
_CBB743E46993B57A	TrykerMystery	Misterio Tryker	un	el	Misterios Trykers		los	
_248432101928BBBE	TwoHandedCombat	Combate a Dos manos	un	el	Combates a Dos manos		los	
_E2FC6B5410562272	TwoHandsSword	Espadas de dos manos	una	la	Espadas de dos manos		las	
_B76D4C20B7AD6450	UnderwaterExtract	Extracto Submarino	un	el	Extractos Submarinos		los	
_B87B8EF095D9B2F0	VisualWithering	Marchitez Visual	una	la	Marchiteces Visuales		las	
_C8A06DE5A7EC9528	VitalBurst	Estallido Vital	un	el	Estallidos Vitales		los	
_E81EF286B90381FD	WarriorGift	Regalo de guerrero	un	el	Regalos de guerreros		los	
_7A1C339955F3BD9B	WeaponsCutting	Cortaduras de armas	unas	las	Cortaduras de armas		las	
_2E3045112716B3BF	WindArmor	Armadura de Viento	una	la	Armaduras de Viento		las	
_A687E4EE6EC9F032	WindGift	Regalo de Viento	un	el	Regalos de Viento		los	
_2E300D099F3763E3	WindShear	Esquilado del Viento	un	el	Esquilados del Viento		los	
_AB51CA9C65185C9F	Zorai	Zoraï	un	el	Zoraïs		los	
_1D1AA7DA5B30C8BD	ZoraiGoods	Mercancías Zoraï			Mercancías Zoraï		las	
_5DC1BB09C5A79A88	ZoraiMystery	Misterio Zoraï	un	el	Misterios Zoraï		los	
_38BF105E6F762063	TrainingImpactResist2	Entrenamiento para Resistir el Impacto 2	un	el	Entrenamiento para Resistir los Impactos 2		el	
_38BF145E6F762065	TrainingImpactResist3	Entrenamiento para Resistir el Impacto 3	un	el	Entrenamiento para Resistir el Impacto 3		el	
_172111EF5712135D	TrainingMagicResist2	Entrenamiento para Resistir a la magia 2	un	el	Entrenamiento para Resistir a la magia 3		el	
_573111EF5722135D	TrainingMagicResist3	Entrenamiento para Resistir a la magia 3	un	el	Entrenamiento para Resistir a la magia 3		el	
_9E1F915ACB35C52D	MakeEnchantedWeapons	Fabricar Armas Encantadas	una	el	Fabricar Armas Encantadas		las	
_9572881FC4B3A0FF	MakeEnchantedArmors	Fabricar Armadura Encantada	una	la	Fabricar Armaduras Encantadas		las	
_5E4664F242913805	MakeVampiricWeapons	Fabricar Armas Vampíricas	unas	las	Fabricar Armas Vampíricas		las	
_F08B51C1E52ECB1C	MakeEnchantedFloralPatternLivingClothes	Fabricar Ropa Viva de estampado Floral Encantado	una	la	Fabricar Ropas Vivas de estampado Floral Encantado		las	
_E1010856D5D5F588	MakeDeadlyHarpoongun	Fabricar Arma de arpón mortal	una	la	Fabricar Armas de arpón mortal		las	
_49D2F4340178168F	MakeHuntingArmors	Fabricar Armadura para Cazar	una	la	Fabricar Armaduras para Cazar		las	
_C31F80337ECA6372	MakeRitualClothes	Fabricar Traje de ritual	un	el	Fabricar Trajes de ritual		los	
_1DE8C3273B0B137B	MakeRitualJewels	Fabricar Joyas de ritual	unas	las	Fabricar Joyas de ritual		las	
_D8145C8EEA5A3CA6	SC	Artesanía	una	la	Artesanías		las	Artesanía
_5654AC8E60988490	SM	Magia	una	la	Magias		las	Magia
_4A528987D8F5BA5B	SMT	Magia de impacto	una	la	Magias de impacto		las	Magia dirigida
_29D259A451019CA9	SMTM	Proyección mágica	una	la	Proyecciones mágicas		las	Misil mágico dirigido
_5C0F8F5DAF790C9D	SMTMR	Magia fundamental	una	la	Magias fundamentales		las	Misil mágico dirigido - Fundamental
_0AD18AB0336B9683	SMTMG	Magia atysiana	una	la	Magias atysianas		las	Misil mágico dirigido - atysiano
_D597B4747E2BAA66	SMTMB	Magia celestial	una	la	Magias celestiales		las	Misil mágico dirigido - celestial
_9F35DAC8D1B39346	SMTO	Magia ofensiva	una	la	Magias ofensivas		las	Misil mágico dirigido ofensivo
_CB82E2397BAB1530	SMTOD	Magia física	una	la	Magias físicas		las	Misil mágico dirigido con daños físicos
_D9108D1AEB774F37	SMTODP	Magia punzante	una	la	Magias punzantes		las	Misil mágico dirigido - perforación
_1CA0811AACF71B33	SMTODB	Magia contundente	una	la	Magias contundentes		las	Misil mágico dirigido - demoledora
_DCA081196CF75F33	SMTODS	Magia cortante	una	la	Magias cortantes		las	Misil mágico dirigido - cuchillada
_4D659DBE6F770808	SMTOE	Magia elemental	una	la	Magias elementales		las	Misil mágico dirigido elemental
_B35ED2172BAE8E5E	SMTOEC	Magia de frío	una	la	Magias de frío		las	Misil mágico dirigido - Frío
_B35EC605A56E865E	SMTOEA	Magia de ácido	una	la	Magias de ácido		las	Misil mágico dirigido - Ácido
_F117FF29E7251AB6	SMTOER	Magia de pudrición	una	la	Magias de pudrición		las	Misil mágico dirigido - Pudrición
_B36EF21DEA0E9A5E	SMTOEF	Magia de fuego	una	la	Magias de fuego		las	Misil mágico dirigido - Fuego
_4EBA8627BCE9FB22	SMTOES	Magia de onda de choque	una	la	Magias de onda de choque		las	Misil mágico dirigido - Onda de choque
_3067100BD3BAF278	SMTOEP	Magia de veneno	una	la	Magias de veneno		las	Misil mágico dirigido - Veneno
_D21C1B9D62E4E80B	SMTOEE	Magia de electricidad	una	la	Magias de electricidad		las	Misil mágico dirigido - Electricidad
_98C6999187B4ECD5	SMTC	Magia de curación	una	la	Magias de curación		las	Magia dirigida de curación
_1C592673394B71F2	SMTCH	Magia de auxilios	una	la	Magias de auxilioss		las	Magia dirigida de curación de auxilios
_4DB24B824181B32C	SMTCHP	Magia de auxilios de la salud	una	la	Magias de auxilios de la salud		las	Magia dirigida de curación de auxilios - Puntos de vida
_AB6C41A608125261	SMTCHT	Magia de auxilios de la resist.	una	la	Magias de auxilios de la resist.		las	Magia dirigida de curación de auxilios - Resist.
_E66C7DA243120670	SMTCHA	Magia de auxilios de la savia	una	la	Magias de auxilios de la savia		las	Magia dirigida de curación de auxilios - Savia
_9AE1FE031A7EE557	SMTCHC	Magia de auxilios del enfoque	una	la	Magias de auxilios del enfoque		las	Magia dirigida de curación de auxilios - Enfoque
_46B77B460102495E	SMTCB	Deshecho de enlace	un	el	Deshechos de enlace		los	Magia dirigida de curación para el deshecho de enlace
_462522C946AAA84C	SMTCBD	Daño de deshecho de enlace	un	el	Daños de deshecho de enlace		los	Magia dirigida de curación para el deshecho de enlace - Daño
_BAED0EEFDA4CAF03	SMTCBS	Enfermedad de deshecho de enlace	una	la	Enfermedades de deshecho de enlace		las	Magia dirigida de curación para el deshecho de enlace - Enfermedad
_7DF1A856845BD4A4	SMTCBC	Maldición de deshecho de enlace	una	la	Maldiciones de deshecho de enlace		las	Magia dirigida de curación para el deshecho de enlace - maldición
_EC5CF9A83799E909	SML	Enlace de magia	un	el	Enlaces de magia		los	Enlace de magia
_49BDA32074154396	SMLM	Enlace de misil	un	el	Enlaces de misil		los	Enlace de typo proyectil mágico
_A5889DC6411B4045	SMLMR	Enlace primario	un	el	Enlaces primarios		los	Enlace de typo proyectil mágico - Primario
_7F38346ED5250EB1	SMLMG	Enlace atysiano	un	el	Enlaces atysianos		los	Enlace de typo proyectil mágico - atysiano
_F154BD51B879CEA6	SMLMB	Enlace celestial	un	el	Enlaces celestiales		los	Enlace de typo proyectil mágico - Celestial
_BCBB4C69BD7DC709	SMLO	Enlace ofensivo	un	el	Enlaces ofensivos		los	Enlace de magia ofensiva
_DBDAA3F080A8CDEA	SMLOS	Enlace de enfermedad	un	el	Enlaces de enfermedad		los	Enlace de magia ofensiva de enfermedad
_2AD6ADF15F54B9A9	SMLOSM	Enlace de locura	un	el	Enlaces de locura		los	Enlace de magia ofensiva de enfermedad - Locura
_9E70C9DEE9FF46B5	SMLOSS	Enlace de disminución de velocidad	un	el	Enlaces de disminución de velocidad		los	Enlace de magia ofensiva de debilidad - Velocidad
_7E7703067DE75B7F	SMLOSR	Enlace de disminución de resistencia	un	el	Enlaces de disminución de resistencia		los	Enlace de magia ofensiva de debilidad - Resistencia
_5CF0E5E2A9EF52B4	SMLOSK	Enlace de disminución de habilidad	un	el	Enlaces de disminución de habilidad		los	Enlace de magia ofensiva de debilidad - Habilidad
_1A9E72A457E6332F	SMLOC	Enlace de maldición	un	el	Enlaces de maldición		los	Enlace de magia ofensiva de maldición
_A24F5221B08315C8	SMLOCI	Enlace de incapacidad	un	el	Enlaces de incapacidad		los	Enlace de magia ofensiva de maldición - Incapacidad
_7AB2ED7B34EF2467	SMLOCM	Enlace de trastorno mental	un	el	Enlaces de trastorno mental		los	Enlace de magia ofensiva de maldición - Trastorno mental
_6B2E163F2752E1E9	SMLOCS	Enlace de infortunio	un	el	Enlaces de infortunio		los	Enlace de magia ofensiva de maldición - Infortunio
_69C1EA4113DCAA84	SMLOCH	Enlace de odio	un	el	Enlaces de odio		los	Enlace de magia ofensiva de maldición - Odio
_A366797FAB86DDB9	SMLOD	Enlace físico	un	el	Enlaces físicos		los	Enlace mágico con daños físicos
_D4930C23EB04A3FB	SMLODP	Enlace punzante	un	el	Enlaces punzantes		los	Enlace mágico con daños físicos - perforación
_D433281CECA477FB	SMLODB	Enlace contundente	un	el	Enlaces contundentes		los	Enlace mágico con daños físicos - demoledora
_D433281C6C94BBFB	SMLODS	Enlace cortante	un	el	Enlaces cortantes		los	DEnlace mágico con daños físicos - Cortadura/Cuchillada
_CB32B9D795344045	SMLOE	Enlace elemental	un	el	Enlaces elementals		los	Daño especial ofensivo del enlace mágico
_AC052ACEDC879E4D	SMLOEC	Enlace de frio	un	el	Enlaces de frio		los	Daño especial ofensivo del enlace mágico - Frio
_EB4522C8D647964D	SMLOEA	Enlace de ácido	un	el	Enlaces de ácido		los	Daño especial ofensivo del enlace mágico - Acido
_A77ED7C6453198F2	SMLOER	Enlace de pudrición	un	el	Enlaces de pudrición		los	Daño especial ofensivo del enlace mágico - Pudrición
_2DA53EDADAE7AA4E	SMLOEF	Enlace de fuego	un	el	Enlaces de fuego		los	Daño especial ofensivo del enlace mágico - Fuego
_A794EB51965BCCCC	SMLOES	Enlace de onda de choque	un	el	Enlaces de onda de choque		los	Daño especial ofensivo del enlace mágico - Onda de choque
_59AA2974CC81CA3D	SMLOEP	Enlace de veneno	un	el	Enlaces de veneno		los	Daño especial ofensivo del enlace mágico - Envenenamiento
_3A2202E09E2FB961	SMLOEE	Enlace de electricidad	un	el	Enlaces de electricidad		los	Daño especial ofensivo del enlace mágico - Electricidad
_F6CE98E462BC4BE7	SMLC	Enlace de curación	un	el	Enlaces de curación		los	Enlace mágico de curación
_C03EED1A18979456	SMLCH	Enlace de auxilios	un	el	Enlaces de auxilios		los	Enlace mágico de curación de auxilios
_47BAADEFB7F6F367	SMLCHP	Enlace de auxilios de la salud	un	el	Enlaces de auxilios de la salud		los	 Enlace mágico de curación de auxilios - Puntos de vida
_ED574D3D8E3C6092	SMLCHT	Enlace de auxilios de la resist.	un	el	Enlaces de auxilios de la resist.		los	Enlace mágico de curación de auxilios - Resist.
_ED574D5BC80B1492	SMLCHA	Enlace de auxilios de la savia	un	el	Enlaces de auxilios de la savia		los	Enlace mágico de curación de auxilios - Savia
_D170317EE36037EE	SMLCHC	Enlace de auxilios del enfoque	un	el	Enlaces de auxilios del enfoque		los	Enlace mágico de curación de auxilios - Enfoque
_6BE71C3763BA2EC0	SMA	Magia instintiva	una	la	Magias instintivas		las	Magia instintiva
_038C64191738E825	SMAE	Magia de encantamiento	una	la	Magias de encantamiento		las	Magia de encantamiento
_11B74D99C76C41BB	SMAES	Hechizo de encantamiento	un	el	Hechizos de encantamiento		los	Encantamiento mágico - Hechizo
_D0178DABC8BB21B3	SMAEB	Bono de encantamiento	un	el	Bonos de encantamiento		los	Encantamiento mágico - Bono
_167E8049BBAE1327	SMAP	Magia para la elaboración de pociones	una	la	Magias para la elaboración de pociones		las	Magias para la elaboración de pociones
_6718E88297C7DCB2	SD	Defensa	una	la	Defensas		las	Defensa
_47FC9798E127AA6B	SDA	Defensa con armadura	una	la	Defensas con armadura		las	Defensa con armadura
_DF240440B31A8CFA	SDAL	Defensa con armadura liviana	una	la	Defensas con armadura liviana		las	Defensa con armadura liviana
_2579E5B65A42F5E0	SDALF	Defensa con armadura liviana - Fyros	una	la	Defensas con armadura liviana - Fyros		las	Defensa con armadura liviana - Fyros
_3A4A70B02FCE757E	SDALFA	Defensa avanzada con armadura liviana - Fyros	una	la	Defensas con armadura avanzada liviana - Fyros		las	Defensa con armadura avanzada liviana - Fyros
_092D87890ABD27A8	SDALFAE	Ciencia de defensa con armadura liviana - Fyros	una	la	Ciencias en defensa con armadura liviana - Fyros		las	Ciencia de defensa con armadura liviana - Fyros
_600985BD5AE2E5D1	SDALM	Defensa con armadura liviana - Matis	una	la	Defensas con armadura liviana - Matis		las	Defensa con armadura liviana - Matis
_3A4A58A62B3CAD85	SDALMA	Defensa avanzada con armadura liviana - Matis	una	la	Defensas con armadura avanzada liviana - Matis		las	Defensa con armadura avanzada liviana -Matis
_4A4D2790897DCF9E	SDALMAE	Ciencia de defensa con armadura liviana - Matis	una	la	Ciencias en defensa con armadura liviana - Matis		las	Ciencia de defensa con armadura liviana - Matis
_1356288C143BE4EB	SDALT	Defensa con armadura liviana - Tryker	una	la	Defensas con armadura liviana - Tryker		las	Defensa con armadura liviana - Tryker
_BA6BD0D36826EDDC	SDALTA	Defensa avanzada con armadura avanzada liviana - Tryker	una	la	Defensas con armadura avanzada liviana - Tryker		las	Defensa con armadura avanzada liviana - Tryker
_6BDFC5F35AA8E5CB	SDALTAE	Ciencia de defensa con armadura liviana - Tryker	una	la	Ciencias en defensa con armadura liviana - Tryker		las	Ciencia de defensa con armadura liviana - Tryker
_24BABDCA7929BD66	SDALZ	Defensa con armadura liviana - Zoraï	un	la	Defensas con armadura liviana - Zoraï		las	Defensa con armadura liviana - Zoraï
_3A111C94ACCD1592	SDALZA	Defensa avanzada con armadura avanzada liviana - Zoraï	una	la	Defensas con armadura avanzada - Zoraï		las	Defensa con armadura avanzada liviana - Zoraï
_8B2D5F19A6DDFF42	SDALZAE	Ciencia de defensa con armadura liviana - Zoraï	una	la	Ciencias en defensa con armadura liviana - Zoraï		las	Ciencia de defensa con armadura liviana  - Zoraï
_C61C242303F92188	SDAM	Defensa con armadura mediana	una	la	Defensas con armadura mediana		las	Defensa con armadura mediana
_1A130B6E81DBBC22	SDAMF	Defensa con armadura mediana - Fyros	una	la	Defensas con armadura mediana - Fyros		las	Defensa con armadura mediana - Fyros
_F684003775869139	SDAMFA	Defensa avanzada con armadura avanzada mediana - Fyros	una	la	Defensas con armadura avanzada mediana - Fyros		las	Defensa con armadura avanzada mediana - Fyros
_3874F6C7BF6AF50E	SDAMFAE	Ciencia de defensa con armadura mediana - Fyros	una	la	Ciencias en defensa con armadura mediana - Fyros		las	Ciencia de defensa con armadura mediana - Fyros
_DC130B6E7FBB041F	SDAMM	Defensa con armadura mediana - Matis	una	la	Defensas con armadura mediana - Matis		las	Defensa con armadura mediana - Matis
_F4C428476FF69140	SDAMMA	Defensa avanzada con armadura avanzada mediana - Matis	una	la	Defensas con armadura avanzada mediana - Matis		las	Defensa con armadura mediana - Matis
_FA74F6BBC10835FD	SDAMMAE	Ciencia de defensa con armadura mediana - Matis	una	la	Ciencias en defensa con armadura mediana - Matis		las	Ciencia de defensa con armadura mediana - Matis
_6C1ADF5A0499E469	SDAMT	Defensa con armadura mediana -Tryker	una	la	Defensas con armadura mediana - Tryker		las	Defensa con armadura mediana - Tryker
_83F88DBB25238239	SDAMTA	Defensa avanzada con armadura avanzada mediana - Tryker	una	la	Defensas con armadura avanzada mediana - Tryker		las	Defensa con armadura avanzada mediana - Tryker
_BB346CA339E33BB8	SDAMTAE	Ciencia de defensa con armadura mediana - Tryker	una	la	Ciencias en defensa con armadura mediana - Tryker		las	Ciencia de defensa con armadura mediana - Tryker
_1F130B669AFB6C54	SDAMZ	Defensa con armadura mediana - Zoraï	una	el	Defensas con armadura mediana  - Zoraï		las	Defensa con armadura mediana  - Zoraï
_F04B785FF2C79145	SDAMZA	Defensa avanzada con armadura avanzada mediana - Zoraï	una	la	Defensas con armadura avanzada mediana - Zoraï		las	Defensa con armadura avanzada mediana - Zoraï
_3D74DAABDE489518	SDAMZAE	Ciencia de defensa con armadura mediana - Zoraï	una	la	Ciencias en defensa con armadura mediana - Zoraï		las	Ciencia de defensa con armadura mediana - Zoraï
_65CEFF6A2003977E	SDAH	Defensa con armadura pesada	una	la	Defensas con armadura pesada		las	Defensa con armadura pesada
_C479F639145D6001	SDAHF	Defensa con armadura pesada - Fyros	una	la	Defensas con armadura pesada - Fyros		las	Defensa con armadura pesada - Fyros
_3EAC30A425CE7583	SDAHFA	Defensa avanzada con armadura avanzada pesada - Fyros	una	la	Defensas avanzada con armadura pesada - Fyros		las	Defensa con armadura avanzada pesada - Fyros
_073BD391888D4FA2	SDAHFAE	Ciencia de defensa con armadura pesada - Fyros	una	la	Ciencias en defensa con armadura pesada - Fyros		las	Ciencia de defensa con armadura pesada - Fyros
_C9F81239149D70D2	SDAHM	Defensa con armadura pesada - Matis	una	la	Defensas con armadura pesada - Matis		las	Defensa con armadura pesada - Matis
_3EAC189A213CAD8A	SDAHMA	Defensa con armadura avanzada pesada - Matis	una	la	Defensas con armadura avanzada pesada - Matis		las	Defensa con armadura avanzada pesada - Matis
_485B7398074DF798	SDAHMAE	Ciencia de defensa con armadura pesada - Matis	una	la	Ciencias en defensa con armadura pesada - Matis		las	Ciencia de defensa con armadura pesada - Matis
_B6A20C403649A4AE	SDAHT	Defensa con armadura pesada - Tryker	una	la	Defensas con armadura pesada - Tryker		las	Defensa con armadura pesada - Tryker
_F8CC18CF672615F8	SDAHTA	Defensa avanzada con armadura avanzada pesada - Tryker	una	la	Defensas con armadura avanzada pesada - Tryker		las	Defensa con armadura avanzada pesada - Tryker
_6A7F35ECDBC8D5A7	SDAHTAE	Ciencia de defensa con armadura pesada - Tryker	una	la	Ciencias en defensa con armadura pesada - Tryker		las	Ciencia de defensa con armadura pesada - Tryker
_CED84639529D52F3	SDAHZ	Defensa con armadura pesada - Zoraï	una	la	Defensas con armadura pesada - Zoraï		las	Defensa con armadura pesada - Zoraï
_3E73DC88A2CD1597	SDAHZA	Defensa avanzada con armadura avanzada pesada - Zoraï	una	la	Defensas con armadura avanzada Pesaa - Zoraï		las	Defensa con armadura avanzada pesada - Zoraï
_893BAB2124AD273C	SDAHZAE	Ciencia de defensa con armadura pesada - Zoraï	una	la	Ciencias en defensa con armadura pesada - Zoraï		las	Ciencia de defensa con armadura pesada - Zoraï
_DE59E2BD5DB342FF	SDS	Defensa con escudo	una	la	Defensas con escudo		las	Defensa con escudo
_665F9EF3CB6AFB1B	SDSB	Defensa con adarga	una	la	Defensas con adarga		las	Defensa con adarga
_D6918DC8D2A2E5CE	SDSBF	Defensa con adarga - Fyros	una	la	Defensas con adarga - Fyros		las	Defensa con adarga - Fyros
_C86A36DA0E32349A	SDSBFA	Defensa avanzada con adarga - Fyros	una	la	Defensas avanzada con adarga - Fyros		las	Defensa avanzada con adarga - Fyros
_A4548401996016AB	SDSBFAE	Ciencia de defensa con adarga - Fyros	una	la	Ciencias en defensa con adarga - Fyros		las	Ciencia de defensa con adarga - Fyros
_D63031D1CC12E5CF	SDSBM	Defensa con adarga - Matis	un	el	Defensas con adarga - Matis		las	Defensa con adarga - Matis
_478ABEE387C2D4A8	SDSBMA	Defensa avanzada con adarga - Matis	una	la	Defensas avanzadas con adarga - Matis		las	Defensa avanzada con adarga - Matis
_A6F2C4E95B6016A6	SDSBMAE	Ciencia de defensa con adarga - Matis	una	la	Ciencias en defensa con adarga - Matis		las	Ciencia de defensa con adarga - Matis
_51FB4C92F22370C2	SDSBT	Defensa con adarga - Tryker	una	la	Defensas con adarga - Tryker		las	Defensa con adarga - Tryker
_F5FC35CF01993F77	SDSBTA	Defensa avanzada con adarga - Tryker	una	la	Defensas avanzadas con adarga - Tryker		las	Defensa avanzada con adarga - Tryker
_CB8B716BE2BDD2E5	SDSBTAE	Ciencia de defensa con adarga - Tryker	una	la	Ciencias en defensa con adarga - Tryker		las	Ciencia de defensa con adarga - Tryker
_53B77DDC4FE3D750	SDSBZ	Defensa con adarga - Zoraï	una	la	Defensas con adarga - Zoraï		las	Defensa con adarga - Zoraï
_4531D66A08730C3E	SDSBZA	Defensa avanzada con adarga - Zoraï	una	la	Defensas avanzadas con adarga - Zoraï		las	Defensa avanzada con adarga - Zoraï
_C33224F79E60FAA3	SDSBZAE	Ciencia de defensa con adarga - Zoraï	una	la	Ciencias en defensa con adarga - Zoraï		las	Ciencia de defensa con adarga - Zoraï
_5FD3FF521B70122A	SDSS	Defensa con escudo grande	una	la	Defensas con escudo grande		las	Defensa con escudo grande
_258E3057B65FB8DE	SDSSF	Defensa con escudo grande - Fyros	una	la	Defensas con escudo grande - Fyros		las	Defensa con escudo grande - Fyros
_9F6C03EC2EAA8BE4	SDSSFA	Defensa avanzada con escudo grande - Fyros	una	la	Defensas avanzadas con escudo grande - Fyros		las	Defensa avanzada con escudo grande - Fyros
_1D4FFD6D6A2C3E8D	SDSSFAE	Ciencia de defensa con escudo grande - Fyros	una	la	Ciencias en defensa con escudo grande - Fyros		las	Ciencia de defensa con escudo grande - Fyros
_601ED05EB6FFA8CF	SDSSM	Defensa con escudo grande - Matis	una	la	Defensas con escudo grande - Matis		las	Defensa con escudo grande - Matis
_9F6CEBE22A18C3EB	SDSSMA	Defensa avanzada con escudo grande - Matis	una	la	Defensas avanzadas con escudo grande - Matis		las	Defensa avanzada con escudo grande - Matis
_5E6F9D74E9ECE683	SDSSMAE	Ciencia de defensa con escudo grande - Matis	una	la	Ciencias en defensa con escudo grande - Matis		las	Ciencia de defensa con escudo grande - Matis
_51DBC6685ABE9FD1	SDSST	Defensa con escudo grande - Tryker	una	la	Defensas con escudo grande - Tryker		las	Defensa con escudo grande - Tryker
_2F803FE71B4DC937	SDSSTA	Defensa avanzada con escudo grande - Tryker	una	la	Defensas avanzadas con escudo grande - Tryker		las	Defensa avanzada con escudo grande - Tryker
_CF74B5C12A6BB8B9	SDSSTAE	Ciencia de defensa con escudo grande - Tryker	una	la	Ciencias en defensa con escudo grande - Tryker		las	Ciencia de defensa con escudo grande - Tryker
_24CF086BD5468064	SDSSZ	Defensa con escudo grande - Zoraï	una	la	Defensas con escudo grande - Zoraï		las	Defensa con escudo grande  - Zoraï
_9F33AFD0ABA92BF8	SDSSZA	Defensa avanzada con escudo grande - Zoraï	una	la	Defensas avanzadas con escudo grande - Zoraï		las	Defensa avanzada con escudo grande - Zoraï
_9F4FD5FD064C1627	SDSSZAE	Ciencia de defensa con escudo grande - Zoraï	una	la	Ciencias en defensa con escudo grande - Zoraï		las	Ciencia de defensa con escudo grande - Zoraï
_E4FEE2CD5824CE04	SDD	Finta	una	la	Fintas		las	Finta
_B2FD6E00FC67D675	SDDA	Finta veloz	una	la	Fintas veloces		las	Finta veloz
_0FC86202AE2E2D7F	SDDAT	Finta instintiva	una	la	Fintas instintivas		las	Finta instintiva
_2ABBBA0B2EA265E1	SDDATM	Ciencia de finta	una	la	Ciencias en finta		las	Ciencia de finta
_56D22F619ED6AB31	SDDATME	Maestría en finta	una	la	Maestrías en finta		las	Maestría en finta
_97F03668731C6899	uknown	Habilidad Desconocida			Habilidades Desconocidas			Habilidad Desconocida
_CDE48A297AAB6A68	Unknown	Habilidad Desconocida			Habilidades Desconocidas			Habilidad Desconocida
_E869049E9CF76CBE	SH	Extracción de materias primas	una	la	Extracciones de materias primas		las	Extracción de materias primas
_60170C8820B7888C	SHF	Prospección	un	el	Prospecciones		las	
_442BD9F7265A5C60	SHFF	Prospección en el Bosque	una	la	Prospecciones en el Bosque		las	
_ABAB732E8EFA5E6D	SHFFA	Prospección avanzada en el Bosque	una	la	Prospecciones avanzadas en el Bosque		las	
_E6CB0BDADA2125AF	SHFFAE	Ciencia de prospección en el Bosque	una	la	Ciencias en prospección en el Bosque		las	
_B10C1FBB94DEE8D9	SHFFAEM	Maestría en prospección en el Bosque	una	la	Maestrías en prospección en el Bosque		las	
_C42BD5F666CA2C5E	SHFD	Prospección en el Desierto	una	la	Prospecciones en el Desierto		las	
_6BFB6B2F0CDA5A6D	SHFDA	Prospección avanzada en el Desierto	una	la	Prospecciones avanzadas en el Desierto		las	
_66BB07DB98611DAF	SHFDAE	Ciencia de prospección en el Desierto	una	la	Ciencias en prospección en el Desierto		las	
_31EC1FBD909EE8D9	SHFDAEM	Maestría en prospección en el Desierto	una	la	Maestrías en prospección en el Desierto		las	
_453A81F2A57A8464	SHFJ	Prospección en la Selva	una	la	Prospecciones en la Selva		las	
_E79B8B2A1049426F	SHFJA	Prospección avanzada en la Selva	una	la	Prospecciones avanzadas en la Selva		las	
_2369F7D85BC235AF	SHFJAE	Ciencia de prospección en la Selva	una	la	Ciencias en prospección en la Selva		las	
_2A2A2FB3985EE8D9	SHFJAEM	Maestría en prospección en la Selva	una	la	Maestrías en prospección en la Selva		las	
_1AD7982D8D996475	SHFL	Prospección en los Lagos	una	la	Prospecciones en los Lagos		las	
_FAF5BBC2525D3127	SHFLA	Prospección avanzada en los Lagos	una	la	Prospecciones avanzadas en los Lagos		las	
_C973D10EA27302E5	SHFLAE	Ciencia de prospección en los Lagos	una	la	Ciencias en prospección en los Lagos		las	
_BB11B61895D0B534	SHFLAEM	Maestría en Prospección en los Lagos	una	la	Maestrías en prospección en los Lagos		las	
_2A44FD62F20871D7	SHFP	Prospección en las Raíces Primitivas	un	la	Prospecciones en las Raíces Primitivas		las	
_6FEB58CC68A3038F	SHFPA	Prospección avanzada en las Raíces Primitivas	una	la	Prospecciones avanzadas en las Primera Raíz		las	
_035B83115B7A3738	SHFPAE	Ciencia de prospección en las Raíces Primitivas	una	la	Ciencias en prospección en las Raíces Primitivas		las	
_F79E37D8A4C77E67	SHFPAEM	Maestría en prospección en las Raíces Primitivas	una	la	Maestrías en prospección en las Raíces Primitivas		las	
_BA3DD7D26A7885B0	SMTOECA	Magia avanzada de frío	una	la	Magias avanzadas de frío		las	Iniciado en misil mágico dirigido - Frío
_AFEDA7D06A484DAB	SMTOEAA	Magia avanzada de ácido	una	la	Magias avanzadas de ácido		las	Iniciado en misil mágico dirigido - Ácido
_01CD9DBDADC47BC9	SMTOERA	Magia avanzada de pudrición	una	la	Magias avanzadas de pudrición		las	Iniciado en misil mágico dirigido - Pudrición
_71CEBFD5AAD97DB9	SMTOEFA	Magia avanzada de fuego	una	la	Magias avanzadas de fuego		las	Iniciado en misil mágico dirigido - Fuego
_318D06154CC1104A	SMTOESA	Magia avanzada de onda de choque	una	la	Magias avanzadas de onda de choque		las	Iniciado en misil mágico dirigido - Onda de choque
_73261D03FCFBFD13	SMTOEPA	Magia avanzada de veneno	una	la	Magias avanzadas de veneno		las	Iniciado en misil mágico dirigido - Veneno
_E6D785444091E28C	SMTOEEA	Magia avanzada de electricidad	una	la	Magias avanzadas de electricidad		las	Iniciado en misil mágico dirigido - Electricidad
_D7E6E2B1D5A97148	SMTCHPA	Magia avanzada de auxilios de la salud	una	la	Magias avanzadas de auxilios de la salud		las	Magia avanzada dirigida de curación de auxilios - Puntos de vida
_0918DB0BE0F94381	SMTCHTA	Magia avanzada de auxilios de la resist.	una	la	Magias avanzadas de auxilios de la resist.		las	Magia avanzada dirigida de curación de auxilios - Resist.
_F3EB3786D6F24AAC	SMTCHAA	Magia avanzada de auxilios de la savia	una	la	Magias avanzadas de auxilios de la savia		las	Magia avanzada dirigida de curación de auxilios - Savia
_E9A9A59BE96CEC2F	SMTCHCA	Magia avanzada de auxilios del enfoque	una	la	Magias avanzadas de auxilios del enfoque		las	Magia avanzada dirigida de curación de auxilios - Enfoque
