*HASH_VALUE	outpost ID	name	description
_C90672385D2B41DF	outpost_squad_offensive_linkers_e.outpost_squad	Escouade d'envoûteurs	Une escouade de huit mercenaires de rang expert, composée de magiciens adeptes des sorts de lien offensifs (débilitants et élémentaires), et d'un guérisseur.
_C9157248FCBA61DF	outpost_squad_offensive_linkers_f.outpost_squad	Escouade d'envoûteurs	Une escouade de huit mercenaires de rang maître, composée de magiciens adeptes des sorts de lien offensifs (débilitants et élémentaires), et d'un guérisseur.
_0CA62202F8B8D9E1	outpost_squad_mixed_casters_b.outpost_squad	Escouade de magiciens	Une escouade de huit mercenaires de rang apprenti, composée de magiciens adeptes des différentes écoles de magie (destructrices et salvatrices).
_8B952A8236F9E9D6	outpost_squad_mixed_casters_c.outpost_squad	Escouade de magiciens	Une escouade de huit mercenaires de rang confirmé, composée de magiciens adeptes des différentes écoles de magie (destructrices et salvatrices).
_660DE14ACBEFDAD3	outpost_squad_mixed_casters_d.outpost_squad	Escouade de magiciens	Une escouade de huit mercenaires de rang initié, composée de magiciens adeptes des différentes écoles de magie (destructrices et salvatrices).
_28AED14ACB98FEC5	outpost_squad_mixed_casters_e.outpost_squad	Escouade de magiciens	Une escouade de huit mercenaires de rang expert, composée de magiciens adeptes des différentes écoles de magie (destructrices et salvatrices).
_C73DF14ACBA7FED5	outpost_squad_mixed_casters_f.outpost_squad	Escouade de magiciens	Une escouade de huit mercenaires de rang maître, composée de magiciens adeptes des différentes écoles de magie (destructrices et salvatrices).
_27C70004295AFD33	driller_bountybeaches_kami_u1_100a.outpost_building	Offrande pour Arbre-Vrille	MP artisanat + Consommables 
_27C700046A5AFD33	driller_bountybeaches_kami_u1_150a.outpost_building	Offrande pour Arbre-Vrille	MP artisanat + Consommables 
_27C70004296AFD33	driller_bountybeaches_kami_u1_200a.outpost_building	Offrande pour Arbre-Vrille	MP artisanat + Consommables 
_5223406B8AC3F2A5	driller_bountybeaches_kami_u2_100a.outpost_building	Offrande pour Arbre-Vrille à Cristaux	MP artisanat + Consommables + Cristaux d'élevation 
_B43AE8DBD548D9F4	driller_bountybeaches_kami_u2_150a.outpost_building	Offrande pour Arbre-Vrille à Cristaux	MP artisanat + Doubles consommables
_5223406B8AD3F2A5	driller_bountybeaches_kami_u2_200a.outpost_building	Offrande pour Arbre-Vrille à Cristaux	MP artisanat + Consommables + Cristaux d'élevation 
_B285735D1C570E40	driller_bountybeaches_kami_u3_100a.outpost_building	Offrande pour Arbre-Vrille Vivace	MP artisanat + Consommables (vitesse x1.5) 
_B285735D5D570E40	driller_bountybeaches_kami_u3_150a.outpost_building	Offrande pour Arbre-Vrille Vivace	MP artisanat + Consommables (vitesse x1.5) 
_B285735D1C670E40	driller_bountybeaches_kami_u3_200a.outpost_building	Offrande pour Arbre-Vrille Vivace	MP artisanat + Consommables (vitesse x1.5) 
_D8CA151470F9417D	driller_bountybeaches_kami_u4_100a.outpost_building	Offrande pour Arbre-Vrille Supérieur	MP artisanat + Consommables (vitesse x2) 
_D8CA1514B1F9417D	driller_bountybeaches_kami_u4_150a.outpost_building	Offrande pour Arbre-Vrille Supérieur	MP artisanat + Consommables (vitesse x2) 
_D8CA15147009417D	driller_bountybeaches_kami_u4_200a.outpost_building	Offrande pour Arbre-Vrille Supérieur	MP artisanat + Consommables (vitesse x2) 
_40213497BD469797	driller_bountybeaches_karavan_u1_100a.outpost_building	Offrande pour Grand Trépan	MP artisanat + Consommables 
_40713497BD469797	driller_bountybeaches_karavan_u1_150a.outpost_building	Offrande pour Grand Trépan	MP artisanat + Consommables 
_40213897BD469797	driller_bountybeaches_karavan_u1_200a.outpost_building	Offrande pour Grand Trépan	MP artisanat + Consommables 
_57B84C949990AB65	driller_bountybeaches_karavan_u2_100a.outpost_building	Offrande pour Grand Trépan à Cristaux	MP artisanat + Consommables + Cristaux d'élevation 
_344B6E0E2EE83210	driller_bountybeaches_karavan_u2_150a.outpost_building	Offrande pour Grand Trépan à Cristaux	MP artisanat + Doubles consommables
_57B850949990AB65	driller_bountybeaches_karavan_u2_200a.outpost_building	Offrande pour Grand Trépan à Cristaux	MP artisanat + Consommables + Cristaux d'élevation 
_155C215B40A809FB	driller_bountybeaches_karavan_u3_100a.outpost_building	Offrande pour Grand Trépan Rapide	MP artisanat + Consommables (vitesse x1.5) 
_15AC215B40A809FB	driller_bountybeaches_karavan_u3_150a.outpost_building	Offrande pour Grand Trépan Rapide	MP artisanat + Consommables (vitesse x1.5) 
_155C255B40A809FB	driller_bountybeaches_karavan_u3_200a.outpost_building	Offrande pour Grand Trépan Rapide	MP artisanat + Consommables (vitesse x1.5) 
_83F0DA2890B1565B	driller_bountybeaches_karavan_u4_100a.outpost_building	Offrande pour Grand Trépan Supérieur	MP artisanat + Consommables (vitesse x2) 
_8340DA2890B1565B	driller_bountybeaches_karavan_u4_150a.outpost_building	Offrande pour Grand Trépan Supérieur	MP artisanat + Consommables (vitesse x2) 
_83F0DE2890B1565B	driller_bountybeaches_karavan_u4_200a.outpost_building	Offrande pour Grand Trépan Supérieur	MP artisanat + Consommables (vitesse x2) 
_03912D6F5054EBF7	driller_citiesofintuition_kami_u1_50a.outpost_building	Offrande pour Arbre-Vrille	MP artisanat + Consommables 
_1A28456DEC9EFFC5	driller_citiesofintuition_kami_u2_50a.outpost_building	Offrande pour Arbre-Vrille à Cristaux	MP artisanat + Consommables + Cristaux d'élevation 
_594C2A3553B65953	driller_citiesofintuition_kami_u3_50a.outpost_building	Offrande pour Arbre-Vrille Vivace	MP artisanat + Consommables (vitesse x1.5) 
_4660D30362BFAABB	driller_citiesofintuition_kami_u4_50a.outpost_building	Offrande pour Arbre-Vrille Supérieur	MP artisanat + Consommables (vitesse x2) 
_1BA9D853164E187F	driller_citiesofintuition_karavan_u1_50a.outpost_building	Offrande pour Grand Trépan	MP artisanat + Consommables 
_DACEA81747D13C04	driller_citiesofintuition_karavan_u2_50a.outpost_building	Offrande pour Grand Trépan à Cristaux	MP artisanat + Consommables + Cristaux d'élevation 
_CB67AF2F6E83263A	driller_citiesofintuition_karavan_u3_50a.outpost_building	Offrande pour Grand Trépan Rapide	MP artisanat + Consommables (vitesse x1.5) 
_402BF182855E8B68	driller_citiesofintuition_karavan_u4_50a.outpost_building	Offrande pour Grand Trépan Supérieur	MP artisanat + Consommables (vitesse x2) 
_83B6EBF2A31BB739	driller_couloirbrule_kami_u1_150a.outpost_building	Offrande pour Arbre-Vrille	MP artisanat + Consommables 
_83B6EBF3A31BB739	driller_couloirbrule_kami_u1_150b.outpost_building	Offrande pour Arbre-Vrille	MP artisanat + Consommables 
_83B6EBF2A3CBBB39	driller_couloirbrule_kami_u1_200a.outpost_building	Offrande pour Arbre-Vrille	MP artisanat + Consommables 
_83B6EBF3A3CBBB39	driller_couloirbrule_kami_u1_200b.outpost_building	Offrande pour Arbre-Vrille	MP artisanat + Consommables 
_83B6EBF2A31BBB39	driller_couloirbrule_kami_u1_250a.outpost_building	Offrande pour Arbre-Vrille	MP artisanat + Consommables 
_83B6EBF3A31BBB39	driller_couloirbrule_kami_u1_250b.outpost_building	Offrande pour Arbre-Vrille	MP artisanat + Consommables 
_5F00FFC0BAB2CF36	driller_couloirbrule_kami_u2_150a.outpost_building	Offrande pour Arbre-Vrille à Cristaux	MP artisanat + Consommables + Cristaux d'élevation 
_5F00FFC1BAB2CF36	driller_couloirbrule_kami_u2_150b.outpost_building	Offrande pour Arbre-Vrille à Cristaux	MP artisanat + Consommables + Cristaux d'élevation 
_5F00FFC0BA62D336	driller_couloirbrule_kami_u2_200a.outpost_building	Offrande pour Arbre-Vrille à Cristaux	MP artisanat + Consommables + Cristaux d'élevation 
_5F00FFC1BA62D336	driller_couloirbrule_kami_u2_200b.outpost_building	Offrande pour Arbre-Vrille à Cristaux	MP artisanat + Consommables + Cristaux d'élevation 
_5F00FFC0BAB2D336	driller_couloirbrule_kami_u2_250a.outpost_building	Offrande pour Arbre-Vrille à Cristaux	MP artisanat + Consommables + Cristaux d'élevation 
_5F00FFC1BAB2D336	driller_couloirbrule_kami_u2_250b.outpost_building	Offrande pour Arbre-Vrille à Cristaux	MP artisanat + Consommables + Cristaux d'élevation 
_0618594EF9D6B4FD	driller_couloirbrule_kami_u3_150a.outpost_building	Offrande pour Arbre-Vrille Vivace	MP artisanat + Consommables (vitesse x1.5) 
_0618594FF9D6B4FD	driller_couloirbrule_kami_u3_150b.outpost_building	Offrande pour Arbre-Vrille Vivace	MP artisanat + Consommables (vitesse x1.5) 
_0618594EF986B8FD	driller_couloirbrule_kami_u3_200a.outpost_building	Offrande pour Arbre-Vrille Vivace	MP artisanat + Consommables (vitesse x1.5) 
_0618594FF986B8FD	driller_couloirbrule_kami_u3_200b.outpost_building	Offrande pour Arbre-Vrille Vivace	MP artisanat + Consommables (vitesse x1.5) 
_0618594EF9D6B8FD	driller_couloirbrule_kami_u3_250a.outpost_building	Offrande pour Arbre-Vrille Vivace	MP artisanat + Consommables (vitesse x1.5) 
_0618594FF9D6B8FD	driller_couloirbrule_kami_u3_250b.outpost_building	Offrande pour Arbre-Vrille Vivace	MP artisanat + Consommables (vitesse x1.5) 
_5621AAB6E6EA5DCA	driller_couloirbrule_kami_u4_150a.outpost_building	Offrande pour Arbre-Vrille Supérieur	MP artisanat + Consommables (vitesse x2) 
_5621AAB7E6EA5DCA	driller_couloirbrule_kami_u4_150b.outpost_building	Offrande pour Arbre-Vrille Supérieur	MP artisanat + Consommables (vitesse x2) 
_5621AAB6E69A61CA	driller_couloirbrule_kami_u4_200a.outpost_building	Offrande pour Arbre-Vrille Supérieur	MP artisanat + Consommables (vitesse x2) 
_5621AAB7E69A61CA	driller_couloirbrule_kami_u4_200b.outpost_building	Offrande pour Arbre-Vrille Supérieur	MP artisanat + Consommables (vitesse x2) 
_5621AAB6E6EA61CA	driller_couloirbrule_kami_u4_250a.outpost_building	Offrande pour Arbre-Vrille Supérieur	MP artisanat + Consommables (vitesse x2) 
_5621AAB7E6EA61CA	driller_couloirbrule_kami_u4_250b.outpost_building	Offrande pour Arbre-Vrille Supérieur	MP artisanat + Consommables (vitesse x2) 
_9DFD943F87EF73E0	driller_couloirbrule_karavan_u1_150a.outpost_building	Offrande pour Grand Trépan	MP artisanat + Consommables 
_DDFD943F87EF73E0	driller_couloirbrule_karavan_u1_150b.outpost_building	Offrande pour Grand Trépan	MP artisanat + Consommables 
_9DFD804087EF73E0	driller_couloirbrule_karavan_u1_200a.outpost_building	Offrande pour Grand Trépan	MP artisanat + Consommables 
_DDFD804087EF73E0	driller_couloirbrule_karavan_u1_200b.outpost_building	Offrande pour Grand Trépan	MP artisanat + Consommables 
_9DFD944087EF73E0	driller_couloirbrule_karavan_u1_250a.outpost_building	Offrande pour Grand Trépan	MP artisanat + Consommables 
_DDFD944087EF73E0	driller_couloirbrule_karavan_u1_250b.outpost_building	Offrande pour Grand Trépan	MP artisanat + Consommables 
_CE80B8C4062443A4	driller_couloirbrule_karavan_u2_150a.outpost_building	Offrande pour Grand Trépan à Cristaux	MP artisanat + Consommables + Cristaux d'élevation 
_0E80B8C4062443A4	driller_couloirbrule_karavan_u2_150b.outpost_building	Offrande pour Grand Trépan à Cristaux	MP artisanat + Consommables + Cristaux d'élevation 
_CE80A4C5062443A4	driller_couloirbrule_karavan_u2_200a.outpost_building	Offrande pour Grand Trépan à Cristaux	MP artisanat + Consommables + Cristaux d'élevation 
_0E80A4C5062443A4	driller_couloirbrule_karavan_u2_200b.outpost_building	Offrande pour Grand Trépan à Cristaux	MP artisanat + Consommables + Cristaux d'élevation 
_CE80B8C5062443A4	driller_couloirbrule_karavan_u2_250a.outpost_building	Offrande pour Grand Trépan à Cristaux	MP artisanat + Consommables + Cristaux d'élevation 
_0E80B8C5062443A4	driller_couloirbrule_karavan_u2_250b.outpost_building	Offrande pour Grand Trépan à Cristaux	MP artisanat + Consommables + Cristaux d'élevation 
_F532A2FAB7CD4ABC	driller_couloirbrule_karavan_u3_150a.outpost_building	Offrande pour Grand Trépan Rapide	MP artisanat + Consommables (vitesse x1.5) 
_3532A2FAB7CD4ABC	driller_couloirbrule_karavan_u3_150b.outpost_building	Offrande pour Grand Trépan Rapide	MP artisanat + Consommables (vitesse x1.5) 
_F5328EFBB7CD4ABC	driller_couloirbrule_karavan_u3_200a.outpost_building	Offrande pour Grand Trépan Rapide	MP artisanat + Consommables (vitesse x1.5) 
_35328EFBB7CD4ABC	driller_couloirbrule_karavan_u3_200b.outpost_building	Offrande pour Grand Trépan Rapide	MP artisanat + Consommables (vitesse x1.5) 
_F532A2FBB7CD4ABC	driller_couloirbrule_karavan_u3_250a.outpost_building	Offrande pour Grand Trépan Rapide	MP artisanat + Consommables (vitesse x1.5) 
_3532A2FBB7CD4ABC	driller_couloirbrule_karavan_u3_250b.outpost_building	Offrande pour Grand Trépan Rapide	MP artisanat + Consommables (vitesse x1.5) 
_0C0D0728EBA18C0F	driller_couloirbrule_karavan_u4_150a.outpost_building	Offrande pour Grand Trépan Supérieur	MP artisanat + Consommables (vitesse x2) 
_4C0D0728EBA18C0F	driller_couloirbrule_karavan_u4_150b.outpost_building	Offrande pour Grand Trépan Supérieur	MP artisanat + Consommables (vitesse x2) 
_0C0DF329EBA18C0F	driller_couloirbrule_karavan_u4_200a.outpost_building	Offrande pour Grand Trépan Supérieur	MP artisanat + Consommables (vitesse x2) 
_4C0DF329EBA18C0F	driller_couloirbrule_karavan_u4_200b.outpost_building	Offrande pour Grand Trépan Supérieur	MP artisanat + Consommables (vitesse x2) 
_0C0D0729EBA18C0F	driller_couloirbrule_karavan_u4_250a.outpost_building	Offrande pour Grand Trépan Supérieur	MP artisanat + Consommables (vitesse x2) 
_4C0D0729EBA18C0F	driller_couloirbrule_karavan_u4_250b.outpost_building	Offrande pour Grand Trépan Supérieur	MP artisanat + Consommables (vitesse x2) 
_077EFFE25C972BFC	driller_dunesofexil_kami_u1_100a.outpost_building	Offrande pour Arbre-Vrille	MP artisanat + Consommables 
_077EFFE25C973FFC	driller_dunesofexil_kami_u1_150a.outpost_building	Offrande pour Arbre-Vrille	MP artisanat + Consommables 
_077EFFE25C972BFD	driller_dunesofexil_kami_u1_200a.outpost_building	Offrande pour Arbre-Vrille	MP artisanat + Consommables 
_E499E608F912E1CA	driller_dunesofexil_kami_u2_100a.outpost_building	Offrande pour Arbre-Vrille à Cristaux	MP artisanat + Doubles consommables
_86B3CFA68D1A6381	driller_dunesofexil_kami_u2_150a.outpost_building	Offrande pour Arbre-Vrille à Cristaux	MP artisanat + Consommables + Cristaux d'élevation 
_86B3CFA68D1A4F82	driller_dunesofexil_kami_u2_200a.outpost_building	Offrande pour Arbre-Vrille à Cristaux	MP artisanat + Consommables + Cristaux d'élevation 
_375CD6BDB22C59BB	driller_dunesofexil_kami_u3_100a.outpost_building	Offrande pour Arbre-Vrille Vivace	MP artisanat + Consommables (vitesse x1.5) 
_375CD6BDB22C6DBB	driller_dunesofexil_kami_u3_150a.outpost_building	Offrande pour Arbre-Vrille Vivace	MP artisanat + Consommables (vitesse x1.5) 
_375CD6BDB22C59BC	driller_dunesofexil_kami_u3_200a.outpost_building	Offrande pour Arbre-Vrille Vivace	MP artisanat + Consommables (vitesse x1.5) 
_6B301811CBA79EE5	driller_dunesofexil_kami_u4_100a.outpost_building	Offrande pour Arbre-Vrille Supérieur	MP artisanat + Consommables (vitesse x2) 
_6B301811CBA7B2E5	driller_dunesofexil_kami_u4_150a.outpost_building	Offrande pour Arbre-Vrille Supérieur	MP artisanat + Consommables (vitesse x2) 
_6B301811CBA79EE6	driller_dunesofexil_kami_u4_200a.outpost_building	Offrande pour Arbre-Vrille Supérieur	MP artisanat + Consommables (vitesse x2) 
_B0C28F47AFCE74AB	driller_dunesofexil_karavan_u1_100a.outpost_building	Offrande pour Grand Trépan	MP artisanat + Consommables 
_B0C28F4CAFCE74AB	driller_dunesofexil_karavan_u1_150a.outpost_building	Offrande pour Grand Trépan	MP artisanat + Consommables 
_B0C28F47EFCE74AB	driller_dunesofexil_karavan_u1_200a.outpost_building	Offrande pour Grand Trépan	MP artisanat + Consommables 
_7868EEF4634679E4	driller_dunesofexil_karavan_u2_100a.outpost_building	Offrande pour Grand Trépan à Cristaux	MP artisanat + Doubles consommables
_20CC2FD450AE3E5E	driller_dunesofexil_karavan_u2_150a.outpost_building	Offrande pour Grand Trépan à Cristaux	MP artisanat + Consommables + Cristaux d'élevation 
_20CC2FCF90AE3E5E	driller_dunesofexil_karavan_u2_200a.outpost_building	Offrande pour Grand Trépan à Cristaux	MP artisanat + Consommables + Cristaux d'élevation 
_E716DB0A9C1AAAE0	driller_dunesofexil_karavan_u3_100a.outpost_building	Offrande pour Grand Trépan Rapide	MP artisanat + Consommables (vitesse x1.5) 
_E716DB0F9C1AAAE0	driller_dunesofexil_karavan_u3_150a.outpost_building	Offrande pour Grand Trépan Rapide	MP artisanat + Consommables (vitesse x1.5) 
_E716DB0ADC1AAAE0	driller_dunesofexil_karavan_u3_200a.outpost_building	Offrande pour Grand Trépan Rapide	MP artisanat + Consommables (vitesse x1.5) 
_BB1ED26327E89E71	driller_dunesofexil_karavan_u4_100a.outpost_building	Offrande pour Grand Trépan Supérieur	MP artisanat + Consommables (vitesse x2) 
_BB1ED26827E89E71	driller_dunesofexil_karavan_u4_150a.outpost_building	Offrande pour Grand Trépan Supérieur	MP artisanat + Consommables (vitesse x2) 
_BB1ED26367E89E71	driller_dunesofexil_karavan_u4_200a.outpost_building	Offrande pour Grand Trépan Supérieur	MP artisanat + Consommables (vitesse x2) 
_6857140A297BD112	driller_enchantedisle_kami_u1_100a.outpost_building	Offrande pour Arbre-Vrille	MP artisanat + Consommables 
_6857140A6A7BD112	driller_enchantedisle_kami_u1_150a.outpost_building	Offrande pour Arbre-Vrille	MP artisanat + Consommables 
_6857140A298BD112	driller_enchantedisle_kami_u1_200a.outpost_building	Offrande pour Arbre-Vrille	MP artisanat + Consommables 
_F5CAFCE19469ADD3	driller_enchantedisle_kami_u2_100a.outpost_building	Offrande pour Arbre-Vrille à Cristaux	MP artisanat + Doubles consommables
_93B35471CBE4C684	driller_enchantedisle_kami_u2_150a.outpost_building	Offrande pour Arbre-Vrille à Cristaux	MP artisanat + Consommables + Cristaux d'élevation 
_93B354718AF4C684	driller_enchantedisle_kami_u2_200a.outpost_building	Offrande pour Arbre-Vrille à Cristaux	MP artisanat + Consommables + Cristaux d'élevation 
_F31587631C78E21F	driller_enchantedisle_kami_u3_100a.outpost_building	Offrande pour Arbre-Vrille Vivace	MP artisanat + Consommables (vitesse x1.5) 
_F31587635D78E21F	driller_enchantedisle_kami_u3_150a.outpost_building	Offrande pour Arbre-Vrille Vivace	MP artisanat + Consommables (vitesse x1.5) 
_F31587631C88E21F	driller_enchantedisle_kami_u3_200a.outpost_building	Offrande pour Arbre-Vrille Vivace	MP artisanat + Consommables (vitesse x1.5) 
_195A291A701A155C	driller_enchantedisle_kami_u4_100a.outpost_building	Offrande pour Arbre-Vrille Supérieur	MP artisanat + Consommables (vitesse x2) 
_195A291AB11A155C	driller_enchantedisle_kami_u4_150a.outpost_building	Offrande pour Arbre-Vrille Supérieur	MP artisanat + Consommables (vitesse x2) 
_195A291A702A155C	driller_enchantedisle_kami_u4_200a.outpost_building	Offrande pour Arbre-Vrille Supérieur	MP artisanat + Consommables (vitesse x2) 
_81B1489DBD676B76	driller_enchantedisle_karavan_u1_100a.outpost_building	Offrande pour Grand Trépan	MP artisanat + Consommables 
_8101489DBD676B76	driller_enchantedisle_karavan_u1_150a.outpost_building	Offrande pour Grand Trépan	MP artisanat + Consommables 
_81B14C9DBD676B76	driller_enchantedisle_karavan_u1_200a.outpost_building	Offrande pour Grand Trépan	MP artisanat + Consommables 
_758B82142E0906EF	driller_enchantedisle_karavan_u2_100a.outpost_building	Offrande pour Grand Trépan à Cristaux	MP artisanat + Doubles consommables
_9898609A99B17F44	driller_enchantedisle_karavan_u2_150a.outpost_building	Offrande pour Grand Trépan à Cristaux	MP artisanat + Consommables + Cristaux d'élevation 
_9848649A99B17F44	driller_enchantedisle_karavan_u2_200a.outpost_building	Offrande pour Grand Trépan à Cristaux	MP artisanat + Consommables + Cristaux d'élevation 
_56EC356140C9DDDA	driller_enchantedisle_karavan_u3_100a.outpost_building	Offrande pour Grand Trépan Rapide	MP artisanat + Consommables (vitesse x1.5) 
_563C356140C9DDDA	driller_enchantedisle_karavan_u3_150a.outpost_building	Offrande pour Grand Trépan Rapide	MP artisanat + Consommables (vitesse x1.5) 
_56EC396140C9DDDA	driller_enchantedisle_karavan_u3_200a.outpost_building	Offrande pour Grand Trépan Rapide	MP artisanat + Consommables (vitesse x1.5) 
_C480EE2E90D22A3A	driller_enchantedisle_karavan_u4_100a.outpost_building	Offrande pour Grand Trépan Supérieur	MP artisanat + Consommables (vitesse x2) 
_C4D0EE2E90D22A3A	driller_enchantedisle_karavan_u4_150a.outpost_building	Offrande pour Grand Trépan Supérieur	MP artisanat + Consommables (vitesse x2) 
_C480F22E90D22A3A	driller_enchantedisle_karavan_u4_200a.outpost_building	Offrande pour Grand Trépan Supérieur	MP artisanat + Consommables (vitesse x2) 
_F1DB7B25F42C7CB2	driller_fleetinggarden_kami_u1_100a.outpost_building	Offrande pour Arbre-Vrille	MP artisanat + Consommables 
_1F08FC026C3B4069	driller_fleetinggarden_kami_u1_50a.outpost_building	Offrande pour Arbre-Vrille	MP artisanat + Consommables 
_61E51BAD950C4665	driller_fleetinggarden_kami_u2_100a.outpost_building	Offrande pour Arbre-Vrille à Cristaux	MP artisanat + Consommables + Cristaux d'élevation 
_4A643C69CDA439DA	driller_fleetinggarden_kami_u2_50a.outpost_building	Offrande pour Arbre-Vrille à Cristaux	MP artisanat + Consommables + Cristaux d'élevation 
_E7AFDFF0E278B2E7	driller_fleetinggarden_kami_u3_100a.outpost_building	Offrande pour Arbre-Vrille Vivace	MP artisanat + Consommables (vitesse x1.5) 
_AAC66F5B5F385974	driller_fleetinggarden_kami_u3_50a.outpost_building	Offrande pour Arbre-Vrille Vivace	MP artisanat + Consommables (vitesse x1.5) 
_FC37BE416C46A678	driller_fleetinggarden_kami_u4_100a.outpost_building	Offrande pour Arbre-Vrille Supérieur	MP artisanat + Consommables (vitesse x2) 
_D00B1112B3DA90B0	driller_fleetinggarden_kami_u4_50a.outpost_building	Offrande pour Arbre-Vrille Supérieur	MP artisanat + Consommables (vitesse x2) 
_4BB0CA779F970E16	driller_fleetinggarden_karavan_u1_100a.outpost_building	Offrande pour Grand Trépan	MP artisanat + Consommables 
_03C01D62D0E3CF7C	driller_fleetinggarden_karavan_u1_50a.outpost_building	Offrande pour Grand Trépan	MP artisanat + Consommables 
_AC19BFE9CAF34E7D	driller_fleetinggarden_karavan_u2_100a.outpost_building	Offrande pour Grand Trépan à Cristaux	MP artisanat + Consommables + Cristaux d'élevation 
_1A5735606C2DE34A	driller_fleetinggarden_karavan_u2_50a.outpost_building	Offrande pour Grand Trépan à Cristaux	MP artisanat + Consommables + Cristaux d'élevation 
_3C6DDB842A65A169	driller_fleetinggarden_karavan_u3_100a.outpost_building	Offrande pour Grand Trépan Rapide	MP artisanat + Consommables (vitesse x1.5) 
_D8FB0A28D34541E0	driller_fleetinggarden_karavan_u3_50a.outpost_building	Offrande pour Grand Trépan Rapide	MP artisanat + Consommables (vitesse x1.5) 
_924F0EC1509A2326	driller_fleetinggarden_karavan_u4_100a.outpost_building	Offrande pour Grand Trépan Supérieur	MP artisanat + Consommables (vitesse x2) 
_468FC3F6E24E8E40	driller_fleetinggarden_karavan_u4_50a.outpost_building	Offrande pour Grand Trépan Supérieur	MP artisanat + Consommables (vitesse x2) 
_05D6B7FAE6EBDB2B	driller_frahartowers_kami_u1_100a.outpost_building	Offrande pour Arbre-Vrille	MP artisanat + Consommables 
_05D6B7FAE63BDB2B	driller_frahartowers_kami_u1_150a.outpost_building	Offrande pour Arbre-Vrille	MP artisanat + Consommables 
_42538BEDDFB8730C	driller_frahartowers_kami_u1_50a.outpost_building	Offrande pour Arbre-Vrille	MP artisanat + Consommables 
_E120CBC8FD82F328	driller_frahartowers_kami_u2_100a.outpost_building	Offrande pour Arbre-Vrille à Cristaux	MP artisanat + Consommables + Cristaux d'élevation 
_E120CBC8FDD2F328	driller_frahartowers_kami_u2_150a.outpost_building	Offrande pour Arbre-Vrille à Cristaux	MP artisanat + Consommables + Cristaux d'élevation 
_01785BB1103B9791	driller_frahartowers_kami_u2_50a.outpost_building	Offrande pour Arbre-Vrille à Cristaux	MP artisanat + Consommables + Cristaux d'élevation 
_883825563CA6D8EF	driller_frahartowers_kami_u3_100a.outpost_building	Offrande pour Arbre-Vrille Vivace	MP artisanat + Consommables (vitesse x1.5) 
_883825563CF6D8EF	driller_frahartowers_kami_u3_150a.outpost_building	Offrande pour Arbre-Vrille Vivace	MP artisanat + Consommables (vitesse x1.5) 
_F21162C8354DA1CB	driller_frahartowers_kami_u3_50a.outpost_building	Offrande pour Arbre-Vrille Vivace	MP artisanat + Consommables (vitesse x1.5) 
_D84176BE29BA81BC	driller_frahartowers_kami_u4_100a.outpost_building	Offrande pour Arbre-Vrille Supérieur	MP artisanat + Consommables (vitesse x2) 
_D84176BE290A81BC	driller_frahartowers_kami_u4_150a.outpost_building	Offrande pour Arbre-Vrille Supérieur	MP artisanat + Consommables (vitesse x2) 
_67D5A41C4EC8E6F5	driller_frahartowers_kami_u4_50a.outpost_building	Offrande pour Arbre-Vrille Supérieur	MP artisanat + Consommables (vitesse x2) 
_1F1D4C47CA0F97D2	driller_frahartowers_karavan_u1_100a.outpost_building	Offrande pour Grand Trépan	MP artisanat + Consommables 
_1F1D6047CA0F97D2	driller_frahartowers_karavan_u1_150a.outpost_building	Offrande pour Grand Trépan	MP artisanat + Consommables 
_3A83C73800BCB977	driller_frahartowers_karavan_u1_50a.outpost_building	Offrande pour Grand Trépan	MP artisanat + Consommables 
_50A070CC49446796	driller_frahartowers_karavan_u2_100a.outpost_building	Offrande pour Grand Trépan à Cristaux	MP artisanat + Consommables + Cristaux d'élevation 
_50A084CC49446796	driller_frahartowers_karavan_u2_150a.outpost_building	Offrande pour Grand Trépan à Cristaux	MP artisanat + Consommables + Cristaux d'élevation 
_AA8D67C0A1AC7F2A	driller_frahartowers_karavan_u2_50a.outpost_building	Offrande pour Grand Trépan à Cristaux	MP artisanat + Consommables + Cristaux d'élevation 
_77525A02FAED6EAE	driller_frahartowers_karavan_u3_100a.outpost_building	Offrande pour Grand Trépan Rapide	MP artisanat + Consommables (vitesse x1.5) 
_77526E02FAED6EAE	driller_frahartowers_karavan_u3_150a.outpost_building	Offrande pour Grand Trépan Rapide	MP artisanat + Consommables (vitesse x1.5) 
_71D713FBED28E7AC	driller_frahartowers_karavan_u3_50a.outpost_building	Offrande pour Grand Trépan Rapide	MP artisanat + Consommables (vitesse x1.5) 
_8E2DBF302EC1B001	driller_frahartowers_karavan_u4_100a.outpost_building	Offrande pour Grand Trépan Supérieur	MP artisanat + Consommables (vitesse x2) 
_8E2DD3302EC1B001	driller_frahartowers_karavan_u4_150a.outpost_building	Offrande pour Grand Trépan Supérieur	MP artisanat + Consommables (vitesse x2) 
_45DF0A547806D73D	driller_frahartowers_karavan_u4_50a.outpost_building	Offrande pour Grand Trépan Supérieur	MP artisanat + Consommables (vitesse x2) 
_768BE32AB63C64AD	driller_groveconfusion_kami_u1_150a.outpost_building	Offrande pour Arbre-Vrille	MP artisanat + Consommables 
_769BE32AB63C64AD	driller_groveconfusion_kami_u1_150b.outpost_building	Offrande pour Arbre-Vrille	MP artisanat + Consommables 
_768BE325F63C64AD	driller_groveconfusion_kami_u1_200a.outpost_building	Offrande pour Arbre-Vrille	MP artisanat + Consommables 
